osmid,y,x,street_count,highway,geometry,lts,message
269600721,45.8898578,11.0374863,3,,POINT (11.0374863 45.8898578),2.0,Node LTS is max intersecting LTS
269600723,45.8901389,11.0357943,4,,POINT (11.0357943 45.8901389),2.0,Node LTS is max intersecting LTS
269600726,45.890969,11.0353364,3,,POINT (11.0353364 45.890969),4.0,Node LTS is max intersecting LTS
269600735,45.884942,11.0362265,3,,POINT (11.0362265 45.884942),2.0,Node LTS is max intersecting LTS
269600741,45.8842999,11.0367494,3,,POINT (11.0367494 45.8842999),2.0,Node LTS is max intersecting LTS
269602304,45.8883852,11.0345521,3,,POINT (11.0345521 45.8883852),2.0,Node LTS is max intersecting LTS
269602306,45.8886841,11.0354472,3,,POINT (11.0354472 45.8886841),2.0,Node LTS is max intersecting LTS
269602309,45.8892228,11.0356131,5,,POINT (11.0356131 45.8892228),2.0,Node LTS is max intersecting LTS
269602321,45.8909654,11.0354566,4,,POINT (11.0354566 45.8909654),4.0,Node LTS is max intersecting LTS
269602322,45.8923437,11.0354749,3,,POINT (11.0354749 45.8923437),2.0,Node LTS is max intersecting LTS
269602323,45.890964,11.0367143,3,,POINT (11.0367143 45.890964),4.0,Node LTS is max intersecting LTS
269608465,45.8884486,11.0415269,3,,POINT (11.0415269 45.8884486),2.0,Node LTS is max intersecting LTS
269608468,45.886684,11.0454502,3,,POINT (11.0454502 45.886684),3.0,Node LTS is max intersecting LTS
269608472,45.8901577,11.0439456,3,,POINT (11.0439456 45.8901577),1.0,Node LTS is max intersecting LTS
269608477,45.8901621,11.0438557,3,,POINT (11.0438557 45.8901621),1.0,Node LTS is max intersecting LTS
269608478,45.8900876,11.0436007,3,,POINT (11.0436007 45.8900876),1.0,Node LTS is max intersecting LTS
269608479,45.8900501,11.0436479,3,,POINT (11.0436479 45.8900501),1.0,Node LTS is max intersecting LTS
269608480,45.8899478,11.0438933,3,,POINT (11.0438933 45.8899478),1.0,Node LTS is max intersecting LTS
269608483,45.8893114,11.0421074,3,,POINT (11.0421074 45.8893114),2.0,Node LTS is max intersecting LTS
269608484,45.8895393,11.0433818,3,,POINT (11.0433818 45.8895393),1.0,Node LTS is max intersecting LTS
269608489,45.8903421,11.0420351,3,,POINT (11.0420351 45.8903421),1.0,Node LTS is max intersecting LTS
269608496,45.8894252,11.04466,3,,POINT (11.04466 45.8894252),1.0,Node LTS is max intersecting LTS
269608497,45.8891815,11.0448323,4,,POINT (11.0448323 45.8891815),1.0,Node LTS is max intersecting LTS
269608499,45.8909199,11.0417656,4,,POINT (11.0417656 45.8909199),3.0,Node LTS is max intersecting LTS
269608502,45.8886105,11.0441193,1,,POINT (11.0441193 45.8886105),,Node not found in edges
269616681,45.8876177,11.0442939,3,,POINT (11.0442939 45.8876177),2.0,Node LTS is max intersecting LTS
269616685,45.8878356,11.0447128,4,,POINT (11.0447128 45.8878356),1.0,Node LTS is max intersecting LTS
269616686,45.8883656,11.0443401,1,,POINT (11.0443401 45.8883656),1.0,Node LTS is max intersecting LTS
269616687,45.8884363,11.0446193,1,,POINT (11.0446193 45.8884363),,Node not found in edges
269616689,45.8885481,11.0439695,1,,POINT (11.0439695 45.8885481),,Node not found in edges
269617295,45.8870487,11.0358988,3,,POINT (11.0358988 45.8870487),4.0,Node LTS is max intersecting LTS
269676779,45.8909237,11.0413505,3,,POINT (11.0413505 45.8909237),3.0,Node LTS is max intersecting LTS
269676802,45.8918851,11.0409255,3,,POINT (11.0409255 45.8918851),2.0,Node LTS is max intersecting LTS
269676825,45.8920315,11.0395978,3,,POINT (11.0395978 45.8920315),2.0,Node LTS is max intersecting LTS
269677308,45.8883103,11.0404082,4,,POINT (11.0404082 45.8883103),2.0,Node LTS is max intersecting LTS
269680147,45.8729007,11.0198227,3,,POINT (11.0198227 45.8729007),3.0,Node LTS is max intersecting LTS
269680154,45.873205,11.0195121,4,,POINT (11.0195121 45.873205),3.0,Node LTS is max intersecting LTS
269680166,45.8770025,11.0210007,4,,POINT (11.0210007 45.8770025),3.0,Node LTS is max intersecting LTS
269680176,45.8807777,11.0222717,4,crossing,POINT (11.0222717 45.8807777),2.0,Node LTS is max intersecting LTS
269680179,45.8725739,11.0209404,3,,POINT (11.0209404 45.8725739),4.0,Node LTS is max intersecting LTS
269680186,45.8865921,11.0304226,3,,POINT (11.0304226 45.8865921),2.0,Node LTS is max intersecting LTS
269680704,45.8869331,11.0350974,3,,POINT (11.0350974 45.8869331),4.0,Node LTS is max intersecting LTS
270073514,45.8654857,11.0247744,3,,POINT (11.0247744 45.8654857),4.0,Node LTS is max intersecting LTS
270073520,45.8645701,11.0175582,3,,POINT (11.0175582 45.8645701),3.0,Node LTS is max intersecting LTS
270073527,45.8758997,11.0316151,4,,POINT (11.0316151 45.8758997),2.0,Node LTS is max intersecting LTS
270073528,45.8758603,11.0319123,3,traffic_signals,POINT (11.0319123 45.8758603),2.0,LTS 3-4 with traffic signals
270073544,45.8765422,11.0309087,3,,POINT (11.0309087 45.8765422),2.0,Node LTS is max intersecting LTS
270073545,45.8771006,11.0303884,3,,POINT (11.0303884 45.8771006),2.0,Node LTS is max intersecting LTS
270073551,45.8803164,11.0283211,3,,POINT (11.0283211 45.8803164),2.0,Node LTS is max intersecting LTS
270073557,45.86952,11.0323116,4,,POINT (11.0323116 45.86952),2.0,Node LTS is max intersecting LTS
270076233,45.8631213,11.0276361,3,,POINT (11.0276361 45.8631213),3.0,Node LTS is max intersecting LTS
270076249,45.8579563,11.0210473,3,,POINT (11.0210473 45.8579563),4.0,Node LTS is max intersecting LTS
270076253,45.855917,11.0194679,3,,POINT (11.0194679 45.855917),4.0,Node LTS is max intersecting LTS
270076264,45.8515291,11.0130107,3,,POINT (11.0130107 45.8515291),3.0,Node LTS is max intersecting LTS
270076274,45.8421037,11.0122035,3,,POINT (11.0122035 45.8421037),4.0,Node LTS is max intersecting LTS
270076279,45.8361859,11.0107208,3,,POINT (11.0107208 45.8361859),4.0,Node LTS is max intersecting LTS
270076296,45.8412268,11.0086124,3,,POINT (11.0086124 45.8412268),3.0,Node LTS is max intersecting LTS
270076312,45.8386732,11.010122,3,,POINT (11.010122 45.8386732),3.0,Node LTS is max intersecting LTS
270076313,45.83751,11.0106869,3,,POINT (11.0106869 45.83751),3.0,Node LTS is max intersecting LTS
270097015,45.8973225,11.0413253,3,,POINT (11.0413253 45.8973225),2.0,Node LTS is max intersecting LTS
270097052,45.8975892,11.0350288,4,traffic_signals,POINT (11.0350288 45.8975892),2.0,LTS 3-4 with traffic signals
270097088,45.897479,11.036751,3,,POINT (11.036751 45.897479),2.0,Node LTS is max intersecting LTS
270097293,45.9027599,11.0379767,3,,POINT (11.0379767 45.9027599),2.0,Node LTS is max intersecting LTS
270097295,45.9031023,11.0382371,3,,POINT (11.0382371 45.9031023),2.0,Node LTS is max intersecting LTS
270097319,45.8995945,11.0412834,3,,POINT (11.0412834 45.8995945),2.0,Node LTS is max intersecting LTS
270097325,45.899233,11.0443627,3,,POINT (11.0443627 45.899233),2.0,Node LTS is max intersecting LTS
270097337,45.8988587,11.0454389,3,,POINT (11.0454389 45.8988587),2.0,Node LTS is max intersecting LTS
270097451,45.9042624,11.0446898,3,,POINT (11.0446898 45.9042624),2.0,Node LTS is max intersecting LTS
270097472,45.9036829,11.0428318,3,,POINT (11.0428318 45.9036829),3.0,Node LTS is max intersecting LTS
270097480,45.9026084,11.0418651,3,,POINT (11.0418651 45.9026084),3.0,Node LTS is max intersecting LTS
270097484,45.9019084,11.0414847,3,,POINT (11.0414847 45.9019084),2.0,Node LTS is max intersecting LTS
270098275,45.8928967,11.0401233,3,,POINT (11.0401233 45.8928967),2.0,Node LTS is max intersecting LTS
270098276,45.8936734,11.039593,3,,POINT (11.039593 45.8936734),2.0,Node LTS is max intersecting LTS
270099580,45.8746566,11.0402426,3,,POINT (11.0402426 45.8746566),3.0,Node LTS is max intersecting LTS
270101318,45.8871958,11.0392268,4,,POINT (11.0392268 45.8871958),4.0,Node LTS is max intersecting LTS
270101323,45.8879787,11.0392212,3,,POINT (11.0392212 45.8879787),2.0,Node LTS is max intersecting LTS
270101326,45.8865108,11.0393916,3,,POINT (11.0393916 45.8865108),2.0,Node LTS is max intersecting LTS
270101336,45.8879781,11.038618,2,,POINT (11.038618 45.8879781),2.0,Node LTS is max intersecting LTS
270103008,45.8871816,11.0313376,3,,POINT (11.0313376 45.8871816),2.0,Node LTS is max intersecting LTS
270104168,45.8854765,11.0302877,4,,POINT (11.0302877 45.8854765),2.0,Node LTS is max intersecting LTS
270104186,45.8849823,11.0266735,3,,POINT (11.0266735 45.8849823),2.0,Node LTS is max intersecting LTS
270104192,45.8854871,11.0261986,3,,POINT (11.0261986 45.8854871),2.0,Node LTS is max intersecting LTS
270104205,45.8863187,11.0200029,3,,POINT (11.0200029 45.8863187),2.0,Node LTS is max intersecting LTS
270104210,45.8859958,11.0232183,4,traffic_signals,POINT (11.0232183 45.8859958),1.0,LTS 1-2 with traffic signals or stop
270104239,45.8861194,11.0184938,3,,POINT (11.0184938 45.8861194),2.0,Node LTS is max intersecting LTS
270104246,45.8857445,11.0176578,3,,POINT (11.0176578 45.8857445),2.0,Node LTS is max intersecting LTS
270104268,45.8845364,11.0180349,4,,POINT (11.0180349 45.8845364),2.0,Node LTS is max intersecting LTS
270104272,45.8847066,11.0179678,3,,POINT (11.0179678 45.8847066),2.0,Node LTS is max intersecting LTS
270104274,45.884592,11.0178335,3,,POINT (11.0178335 45.884592),2.0,Node LTS is max intersecting LTS
270104275,45.8845537,11.017862,3,,POINT (11.017862 45.8845537),2.0,Node LTS is max intersecting LTS
270104284,45.8848296,11.0179765,4,crossing,POINT (11.0179765 45.8848296),2.0,Node LTS is max intersecting LTS
270105714,45.8857015,11.0405047,3,,POINT (11.0405047 45.8857015),2.0,Node LTS is max intersecting LTS
270105717,45.8865971,11.0426234,3,,POINT (11.0426234 45.8865971),2.0,Node LTS is max intersecting LTS
270105723,45.8867109,11.0444484,3,,POINT (11.0444484 45.8867109),4.0,Node LTS is max intersecting LTS
270105724,45.8871434,11.0427948,3,,POINT (11.0427948 45.8871434),3.0,Node LTS is max intersecting LTS
270107118,45.8958566,11.0290196,3,,POINT (11.0290196 45.8958566),2.0,Node LTS is max intersecting LTS
270107125,45.896945,11.0271657,3,,POINT (11.0271657 45.896945),3.0,Node LTS is max intersecting LTS
270107126,45.8967594,11.0271406,3,,POINT (11.0271406 45.8967594),2.0,Node LTS is max intersecting LTS
270107132,45.8960933,11.0253839,3,,POINT (11.0253839 45.8960933),3.0,Node LTS is max intersecting LTS
270107136,45.89624,11.0258258,2,,POINT (11.0258258 45.89624),2.0,Node LTS is max intersecting LTS
270909035,45.8895568,11.044059,4,,POINT (11.044059 45.8895568),1.0,Node LTS is max intersecting LTS
279741075,45.8296709,11.0114501,3,,POINT (11.0114501 45.8296709),4.0,Node LTS is max intersecting LTS
279743613,45.8328683,11.0103712,4,,POINT (11.0103712 45.8328683),4.0,Node LTS is max intersecting LTS
289828577,45.8954257,11.1197828,3,,POINT (11.1197828 45.8954257),2.0,Node LTS is max intersecting LTS
289830921,45.8522747,11.0330556,3,,POINT (11.0330556 45.8522747),3.0,Node LTS is max intersecting LTS
289830929,45.8460802,11.0346934,3,,POINT (11.0346934 45.8460802),2.0,Node LTS is max intersecting LTS
294490228,45.8890507,11.0449196,3,,POINT (11.0449196 45.8890507),1.0,Node LTS is max intersecting LTS
296333427,45.8653979,11.0317949,4,,POINT (11.0317949 45.8653979),2.0,Node LTS is max intersecting LTS
296356580,45.8883357,11.0391308,3,,POINT (11.0391308 45.8883357),2.0,Node LTS is max intersecting LTS
296359097,45.8860915,11.0351332,3,,POINT (11.0351332 45.8860915),2.0,Node LTS is max intersecting LTS
296362483,45.8846846,11.034252,3,,POINT (11.034252 45.8846846),2.0,Node LTS is max intersecting LTS
296362484,45.8847046,11.0343771,3,,POINT (11.0343771 45.8847046),2.0,Node LTS is max intersecting LTS
296362487,45.8861358,11.0356714,3,,POINT (11.0356714 45.8861358),2.0,Node LTS is max intersecting LTS
296362488,45.9014707,11.03643,3,,POINT (11.03643 45.9014707),3.0,Node LTS is max intersecting LTS
296362490,45.8842081,11.0367966,3,,POINT (11.0367966 45.8842081),,Node not found in edges
297480577,45.8838971,11.0203602,3,,POINT (11.0203602 45.8838971),2.0,Node LTS is max intersecting LTS
297790088,45.8683191,11.0317165,3,,POINT (11.0317165 45.8683191),2.0,Node LTS is max intersecting LTS
297790597,45.8657688,11.0355909,3,,POINT (11.0355909 45.8657688),2.0,Node LTS is max intersecting LTS
297790619,45.8669187,11.0358824,3,,POINT (11.0358824 45.8669187),2.0,Node LTS is max intersecting LTS
297791754,45.8831803,11.0207482,4,,POINT (11.0207482 45.8831803),3.0,Node LTS is max intersecting LTS
297791773,45.8837799,11.020828,3,,POINT (11.020828 45.8837799),2.0,Node LTS is max intersecting LTS
297791788,45.8830979,11.0206619,4,crossing,POINT (11.0206619 45.8830979),2.0,Node LTS is max intersecting LTS
297791804,45.8823193,11.019047,3,,POINT (11.019047 45.8823193),2.0,Node LTS is max intersecting LTS
298030313,45.8676299,11.0186499,1,,POINT (11.0186499 45.8676299),,Node not found in edges
298030314,45.8651094,11.0181561,3,traffic_signals,POINT (11.0181561 45.8651094),2.0,LTS 3-4 with traffic signals
298030315,45.86636,11.0157299,1,,POINT (11.0157299 45.86636),,Node not found in edges
298030322,45.8621531,11.0032624,3,,POINT (11.0032624 45.8621531),3.0,Node LTS is max intersecting LTS
298030338,45.8617083,11.00324,3,,POINT (11.00324 45.8617083),,Node not found in edges
298030339,45.8600982,11.0032191,1,,POINT (11.0032191 45.8600982),,Node not found in edges
298030342,45.8617905,11.0035931,3,,POINT (11.0035931 45.8617905),3.0,Node LTS is max intersecting LTS
298030373,45.8686465,11.0130421,3,,POINT (11.0130421 45.8686465),,Node not found in edges
298030378,45.8706374,11.0161071,3,,POINT (11.0161071 45.8706374),,Node not found in edges
298030386,45.8709038,11.0308399,3,,POINT (11.0308399 45.8709038),2.0,Node LTS is max intersecting LTS
298030394,45.8699091,11.0310675,3,,POINT (11.0310675 45.8699091),3.0,Node LTS is max intersecting LTS
298030395,45.8699247,11.0303587,3,,POINT (11.0303587 45.8699247),2.0,Node LTS is max intersecting LTS
298030396,45.8700005,11.0298782,3,,POINT (11.0298782 45.8700005),2.0,Node LTS is max intersecting LTS
298030400,45.9000839,11.0335373,3,,POINT (11.0335373 45.9000839),3.0,Node LTS is max intersecting LTS
298030408,45.9019132,11.0393107,1,,POINT (11.0393107 45.9019132),2.0,Node LTS is max intersecting LTS
298030410,45.8989945,11.0450454,3,,POINT (11.0450454 45.8989945),2.0,Node LTS is max intersecting LTS
298030413,45.9003916,11.0458835,3,,POINT (11.0458835 45.9003916),2.0,Node LTS is max intersecting LTS
298030419,45.9010063,11.0474726,1,,POINT (11.0474726 45.9010063),2.0,Node LTS is max intersecting LTS
298030420,45.9012323,11.0462385,3,,POINT (11.0462385 45.9012323),2.0,Node LTS is max intersecting LTS
298030421,45.9017299,11.04656,3,,POINT (11.04656 45.9017299),2.0,Node LTS is max intersecting LTS
298030423,45.90337,11.04723,3,,POINT (11.04723 45.90337),2.0,Node LTS is max intersecting LTS
298030428,45.9063042,11.0400964,3,,POINT (11.0400964 45.9063042),2.0,Node LTS is max intersecting LTS
298030429,45.9055192,11.0437749,3,,POINT (11.0437749 45.9055192),2.0,Node LTS is max intersecting LTS
298030432,45.906572,11.0446819,3,,POINT (11.0446819 45.906572),2.0,Node LTS is max intersecting LTS
298030437,45.9078119,11.043038,2,,POINT (11.043038 45.9078119),2.0,Node LTS is max intersecting LTS
298030440,45.9084271,11.0430376,3,,POINT (11.0430376 45.9084271),2.0,Node LTS is max intersecting LTS
298030443,45.908575,11.0443306,1,,POINT (11.0443306 45.908575),2.0,Node LTS is max intersecting LTS
298030446,45.908219,11.0413502,3,,POINT (11.0413502 45.908219),2.0,Node LTS is max intersecting LTS
298030452,45.9082241,11.0408218,3,,POINT (11.0408218 45.9082241),3.0,Node LTS is max intersecting LTS
298030729,45.8850749,11.0302348,3,,POINT (11.0302348 45.8850749),2.0,Node LTS is max intersecting LTS
298030730,45.8850908,11.0300841,3,,POINT (11.0300841 45.8850908),,Node not found in edges
298030733,45.8851574,11.0291642,3,,POINT (11.0291642 45.8851574),,Node not found in edges
298030736,45.8849347,11.0291173,3,,POINT (11.0291173 45.8849347),,Node not found in edges
298030740,45.8842083,11.029121,3,,POINT (11.029121 45.8842083),2.0,Node LTS is max intersecting LTS
298031038,45.8850968,11.0247458,3,,POINT (11.0247458 45.8850968),2.0,Node LTS is max intersecting LTS
298031046,45.8956279,11.032042,3,,POINT (11.032042 45.8956279),2.0,Node LTS is max intersecting LTS
298031056,45.89725,11.03304,3,,POINT (11.03304 45.89725),2.0,Node LTS is max intersecting LTS
298031540,45.8786482,11.0339871,3,,POINT (11.0339871 45.8786482),4.0,Node LTS is max intersecting LTS
298031545,45.8794178,11.0348247,3,,POINT (11.0348247 45.8794178),4.0,Node LTS is max intersecting LTS
298031546,45.8796886,11.0343566,3,,POINT (11.0343566 45.8796886),,Node not found in edges
298031549,45.8803717,11.03439,3,,POINT (11.03439 45.8803717),,Node not found in edges
298031551,45.879598,11.0350216,4,,POINT (11.0350216 45.879598),4.0,Node LTS is max intersecting LTS
298031552,45.8805914,11.0362273,3,,POINT (11.0362273 45.8805914),4.0,Node LTS is max intersecting LTS
298031553,45.8800232,11.0372183,3,,POINT (11.0372183 45.8800232),2.0,Node LTS is max intersecting LTS
298031554,45.8802859,11.0367211,3,,POINT (11.0367211 45.8802859),2.0,Node LTS is max intersecting LTS
298031555,45.879282,11.0355786,3,,POINT (11.0355786 45.879282),2.0,Node LTS is max intersecting LTS
298031556,45.8789753,11.0361233,3,,POINT (11.0361233 45.8789753),2.0,Node LTS is max intersecting LTS
298031880,45.8756447,11.0326369,3,,POINT (11.0326369 45.8756447),2.0,Node LTS is max intersecting LTS
298031881,45.8752303,11.0336056,4,,POINT (11.0336056 45.8752303),2.0,Node LTS is max intersecting LTS
298031887,45.8759208,11.0319223,3,,POINT (11.0319223 45.8759208),3.0,Node LTS is max intersecting LTS
298031888,45.8703983,11.0318882,3,,POINT (11.0318882 45.8703983),2.0,Node LTS is max intersecting LTS
298031889,45.871549,11.0322199,1,,POINT (11.0322199 45.871549),2.0,Node LTS is max intersecting LTS
298031890,45.8693044,11.033936,3,,POINT (11.033936 45.8693044),2.0,Node LTS is max intersecting LTS
298031893,45.8679871,11.0339283,1,,POINT (11.0339283 45.8679871),2.0,Node LTS is max intersecting LTS
298202068,45.8831577,11.0327451,3,,POINT (11.0327451 45.8831577),,Node not found in edges
298202069,45.8831327,11.0325604,3,,POINT (11.0325604 45.8831327),,Node not found in edges
298368639,45.9011815,11.0362589,1,,POINT (11.0362589 45.9011815),,Node not found in edges
298368640,45.9008057,11.0361491,1,,POINT (11.0361491 45.9008057),,Node not found in edges
298368645,45.9008606,11.0362294,3,,POINT (11.0362294 45.9008606),3.0,Node LTS is max intersecting LTS
298375246,45.883499,11.032061,3,,POINT (11.032061 45.883499),1.0,Node LTS is max intersecting LTS
298375248,45.8835226,11.0324104,3,,POINT (11.0324104 45.8835226),1.0,Node LTS is max intersecting LTS
298375290,45.8738291,11.0179838,5,,POINT (11.0179838 45.8738291),1.0,Node LTS is max intersecting LTS
