osmid,y,x,street_count,highway,ref,geometry,lts,message
9202675,46.0772189,11.1118636,3,,,POINT (11.1118636 46.0772189),3.0,Node LTS is max intersecting LTS
9202879,46.0770417,11.1115439,3,,,POINT (11.1115439 46.0770417),3.0,Node LTS is max intersecting LTS
9203195,46.0527396,11.1297846,3,traffic_signals,,POINT (11.1297846 46.0527396),2.0,LTS 3-4 with traffic signals
9204090,46.051396,11.113771,3,,,POINT (11.113771 46.051396),3.0,Node LTS is max intersecting LTS
9204230,46.0522466,11.1178092,4,crossing,,POINT (11.1178092 46.0522466),3.0,Node LTS is max intersecting LTS
9205502,46.0573083,11.1183054,4,crossing,,POINT (11.1183054 46.0573083),3.0,Node LTS is max intersecting LTS
9205675,46.1181279,11.086649,3,,,POINT (11.086649 46.1181279),0.0,Node LTS is max intersecting LTS
9206235,46.0523237,11.1282468,3,,,POINT (11.1282468 46.0523237),3.0,Node LTS is max intersecting LTS
9207036,46.0765936,11.1132094,3,,,POINT (11.1132094 46.0765936),3.0,Node LTS is max intersecting LTS
9207371,46.0519818,11.117208,3,,,POINT (11.117208 46.0519818),3.0,Node LTS is max intersecting LTS
9207763,46.1212462,11.0855717,3,motorway_junction,,POINT (11.0855717 46.1212462),0.0,Node LTS is max intersecting LTS
9208977,46.0586907,11.1272197,4,,,POINT (11.1272197 46.0586907),4.0,Node LTS is max intersecting LTS
9209141,46.0525999,11.1288272,3,,,POINT (11.1288272 46.0525999),3.0,Node LTS is max intersecting LTS
